E번호,단어(Word),출현횟수(Count),절수(Verses),뜻(Meaning),구절주소(References)
E07043,meadow,2,2,,"Gen 41:2; Gen 41:18"
E07044,meadows,1,1,,"Jdg 20:33"
E07045,meah,2,2,,"Neh 3:1; Neh 12:39"
E07046,meal,12,12,,"Gen 18:6; Num 5:15; 1Ki 4:22; 1Ki 17:12; 1Ki 17:14; 1Ki 17:16; 2Ki 4:41; 1Ch 12:40; Isa 47:2; Hos 8:7; Mat 13:33; Luk 13:21"
E07047,mealtime,1,1,,"Rut 2:14"
E07048,mean,22,22,,"Gen 21:29; Exo 12:26; Deu 6:20; Jos 4:6; Jos 4:21; 1Ki 18:45; Pro 22:29; Isa 2:9; Isa 3:15; Isa 5:15; Isa 31:8; Eze 17:12; Eze 18:2; Mar 9:10; Luk 12:1; Joh 4:31; Act 10:17; Act 17:20; Act 21:13; Act 21:39; Rom 2:15; 2Co 8:13"
E07049,meanest,4,4,,"Gen 33:8; 2Sa 16:2; Eze 37:18; Jon 1:6"
E07050,meaneth,8,8,,"Deu 29:24; 1Sa 4:6; 1Sa 4:14; 1Sa 15:14; Isa 10:7; Mat 9:13; Mat 12:7; Act 2:12"
E07051,meaning,3,3,,"Dan 8:15; Act 27:2; 1Co 14:11"
E07052,means,35,35,,"Exo 34:7; Num 14:18; Jdg 5:22; Jdg 16:5; 2Sa 14:14; 1Ki 10:29; 1Ki 20:39; 2Ch 1:17; Ezr 4:16; Psa 49:7; Pro 6:26; Jer 5:31; Mal 1:9; Mat 5:26; Luk 5:18; Luk 8:36; Luk 10:19; Joh 9:21; Act 4:9; Act 18:21; Act 27:12; Rom 1:10; Rom 11:14; 1Co 8:9; 1Co 9:22; 1Co 9:27; 2Co 1:11; 2Co 11:3; Gal 2:2; Phi 3:11; 1Th 3:5; 2Th 2:3; 2Th 3:16; Heb 9:15; Rev 13:14"
E07053,meant,3,3,,"Gen 50:20; Luk 15:26; Luk 18:36"
E07054,mearah,1,1,,"Jos 13:4"
E07055,measure,69,62,,"Exo 26:2; Exo 26:8; Lev 19:35; Num 35:5; Deu 21:2; Deu 25:15; Jos 3:4; 1Ki 6:25; 1Ki 7:37; 2Ki 7:1; 2Ki 7:16; 2Ki 7:18; 1Ch 23:29; 2Ch 3:3; Job 11:9; Job 28:25; Psa 39:4; Psa 80:5; Isa 5:14; Isa 27:8; Isa 40:12; Isa 65:7; Jer 30:11; Jer 46:28; Jer 51:13; Eze 4:11; Eze 4:16; Eze 40:10; Eze 40:21; Eze 40:22; Eze 41:17; Eze 43:10; Eze 45:3; Eze 45:11; Eze 46:22; Eze 47:18; Mic 6:10; Zec 2:2; Mat 7:2; Mat 23:32; Mar 4:24; Mar 6:51; Mar 7:37; Mar 10:26; Luk 6:38; Joh 3:34; Rom 12:3; 2Co 1:8; 2Co 10:13; 2Co 10:14; 2Co 10:15; 2Co 11:23; 2Co 12:7; Gal 1:13; Eph 4:7; Eph 4:13; Eph 4:16; Rev 6:6; Rev 11:1; Rev 11:2; Rev 21:15; Rev 21:17"
E07056,measured,46,44,,"Rut 3:15; 2Sa 8:2; Isa 40:12; Jer 31:37; Jer 33:22; Eze 40:5; Eze 40:6; Eze 40:8; Eze 40:9; Eze 40:11; Eze 40:13; Eze 40:19; Eze 40:20; Eze 40:23; Eze 40:24; Eze 40:27; Eze 40:28; Eze 40:32; Eze 40:35; Eze 40:47; Eze 40:48; Eze 41:1; Eze 41:2; Eze 41:3; Eze 41:4; Eze 41:5; Eze 41:13; Eze 41:15; Eze 42:15; Eze 42:16; Eze 42:17; Eze 42:18; Eze 42:19; Eze 42:20; Eze 47:3; Eze 47:4; Eze 47:5; Hos 1:10; Hab 3:6; Mat 7:2; Mar 4:24; Luk 6:38; Rev 21:16; Rev 21:17"
E07057,measures,39,36,,"Gen 18:6; Deu 25:14; Rut 3:15; Rut 3:17; 1Sa 25:18; 1Ki 4:22; 1Ki 5:11; 1Ki 7:9; 1Ki 7:11; 1Ki 18:32; 2Ki 7:1; 2Ki 7:16; 2Ki 7:18; 2Ch 2:10; 2Ch 27:5; Ezr 7:22; Job 38:5; Pro 20:10; Jer 13:25; Eze 40:24; Eze 40:28; Eze 40:29; Eze 40:32; Eze 40:33; Eze 40:35; Eze 43:13; Eze 48:16; Eze 48:30; Eze 48:33; Eze 48:35; Hag 2:16; Mat 13:33; Luk 13:21; Luk 16:6; Luk 16:7; Rev 6:6"
E07058,measuring,11,10,,"Jer 31:39; Eze 40:3; Eze 40:5; Eze 42:15; Eze 42:16; Eze 42:17; Eze 42:18; Eze 42:19; Zec 2:1; 2Co 10:12"
E07059,meat,290,274,,"Gen 1:29; Gen 1:30; Gen 9:3; Gen 24:33; Gen 27:4; Gen 27:7; Gen 27:9; Gen 27:14; Gen 27:17; Gen 27:31; Gen 45:23; Exo 29:41; Exo 30:9; Exo 40:29; Lev 2:1; Lev 2:3; Lev 2:4; Lev 2:5; Lev 2:6; Lev 2:7; Lev 2:8; Lev 2:9; Lev 2:10; Lev 2:11; Lev 2:13; Lev 2:14; Lev 2:15; Lev 5:13; Lev 6:14; Lev 6:15; Lev 6:20; Lev 6:21; Lev 6:23; Lev 7:9; Lev 7:10; Lev 7:37; Lev 9:4; Lev 9:17; Lev 10:12; Lev 11:34; Lev 14:10; Lev 14:20; Lev 14:21; Lev 14:31; Lev 22:11; Lev 22:13; Lev 23:13; Lev 23:16; Lev 23:18; Lev 23:37; Lev 25:6; Lev 25:7; Num 4:16; Num 6:15; Num 6:17; Num 7:13; Num 7:19; Num 7:25; Num 7:31; Num 7:37; Num 7:43; Num 7:49; Num 7:55; Num 7:61; Num 7:67; Num 7:73; Num 7:79; Num 7:87; Num 8:8; Num 15:4; Num 15:6; Num 15:9; Num 15:24; Num 18:9; Num 28:5; Num 28:8; Num 28:9; Num 28:12; Num 28:13; Num 28:20; Num 28:24; Num 28:26; Num 28:28; Num 28:31; Num 29:3; Num 29:6; Num 29:9; Num 29:11; Num 29:14; Num 29:16; Num 29:18; Num 29:19; Num 29:21; Num 29:22; Num 29:24; Num 29:25; Num 29:27; Num 29:28; Num 29:30; Num 29:31"
E07060,meats,8,7,,"Pro 23:6; Mar 7:19; Act 15:29; 1Co 6:13; 1Ti 4:3; Heb 9:10; Heb 13:9"
E07061,mebunnai,1,1,,"2Sa 23:27"
E07062,mecherathite,1,1,,"1Ch 11:36"
E07063,medad,2,2,,"Num 11:26; Num 11:27"
E07064,medan,2,2,,"Gen 25:2; 1Ch 1:32"
E07065,meddle,6,6,,"Deu 2:5; Deu 2:19; 2Ki 14:10; 2Ch 25:19; Pro 20:19; Pro 24:21"
E07066,meddled,1,1,,"Pro 17:14"
E07067,meddleth,1,1,,"Pro 26:17"
E07068,meddling,2,2,,"2Ch 35:21; Pro 20:3"
E07069,mede,1,1,,"Dan 11:1"
E07070,medeba,5,5,,"Num 21:30; Jos 13:9; Jos 13:16; 1Ch 19:7; Isa 15:2"
E07071,medes,14,14,,"2Ki 17:6; 2Ki 18:11; Ezr 6:2; Est 1:19; Isa 13:17; Jer 25:25; Jer 51:11; Jer 51:28; Dan 5:28; Dan 6:8; Dan 6:12; Dan 6:15; Dan 9:1; Act 2:9"
E07072,media,6,6,,"Est 1:3; Est 1:14; Est 1:18; Est 10:2; Isa 21:2; Dan 8:20"
E07073,median,1,1,,"Dan 5:31"
E07074,mediator,7,6,,"Gal 3:19; Gal 3:20; 1Ti 2:5; Heb 8:6; Heb 9:15; Heb 12:24"
E07075,medicine,2,2,,"Pro 17:22; Eze 47:12"
E07076,medicines,2,2,,"Jer 30:13; Jer 46:11"
E07077,meditate,14,14,,"Gen 24:63; Jos 1:8; Psa 1:2; Psa 63:6; Psa 77:12; Psa 119:15; Psa 119:23; Psa 119:48; Psa 119:78; Psa 119:148; Psa 143:5; Isa 33:18; Luk 21:14; 1Ti 4:15"
E07078,meditation,6,6,,"Psa 5:1; Psa 19:14; Psa 49:3; Psa 104:34; Psa 119:97; Psa 119:99"
E07079,meek,17,16,,"Num 12:3; Psa 22:26; Psa 25:9; Psa 37:11; Psa 76:9; Psa 147:6; Psa 149:4; Isa 11:4; Isa 29:19; Isa 61:1; Amo 2:7; Zep 2:3; Mat 5:5; Mat 11:29; Mat 21:5; 1Pe 3:4"
E07080,meekness,14,14,,"Psa 45:4; Zep 2:3; 1Co 4:21; 2Co 10:1; Gal 5:23; Gal 6:1; Eph 4:2; Col 3:12; 1Ti 6:11; 2Ti 2:25; Tit 3:2; Jam 1:21; Jam 3:13; 1Pe 3:15"
E07081,meet,132,127,,"Gen 2:18; Gen 2:20; Gen 14:17; Gen 18:2; Gen 19:1; Gen 24:17; Gen 24:65; Gen 29:13; Gen 30:16; Gen 32:6; Gen 33:4; Gen 46:29; Exo 4:14; Exo 4:27; Exo 8:26; Exo 18:7; Exo 19:17; Exo 23:4; Exo 25:22; Exo 29:42; Exo 29:43; Exo 30:6; Exo 30:36; Num 17:4; Num 22:36; Num 23:3; Num 23:15; Num 31:13; Deu 3:18; Jos 2:16; Jos 9:11; Jdg 4:18; Jdg 4:22; Jdg 5:30; Jdg 6:35; Jdg 11:31; Jdg 11:34; Jdg 19:3; Rut 2:22; 1Sa 10:3; 1Sa 10:5; 1Sa 13:10; 1Sa 15:12; 1Sa 17:48; 1Sa 18:6; 1Sa 25:32; 1Sa 25:34; 1Sa 30:21; 2Sa 6:20; 2Sa 10:5; 2Sa 15:32; 2Sa 19:15; 2Sa 19:16; 2Sa 19:20; 2Sa 19:24; 2Sa 19:25; 1Ki 2:8; 1Ki 2:19; 1Ki 18:16; 1Ki 21:18; 2Ki 1:3; 2Ki 1:6; 2Ki 1:7; 2Ki 2:15; 2Ki 4:26; 2Ki 4:29; 2Ki 4:31; 2Ki 5:21; 2Ki 5:26; 2Ki 8:8; 2Ki 8:9; 2Ki 9:17; 2Ki 9:18; 2Ki 10:15; 2Ki 16:10; 1Ch 12:17; 1Ch 19:5; 2Ch 15:2; 2Ch 19:2; Ezr 4:14; Neh 6:2; Neh 6:10; Est 2:9; Job 5:14; Job 34:31; Job 39:21; Pro 7:15; Pro 11:24; Pro 17:12; Pro 22:2; Pro 29:13; Isa 7:3; Isa 14:9; Isa 34:14; Isa 47:3; Jer 26:14; Jer 27:5; Jer 41:6; Jer 51:31; Eze 15:4"
E07082,meetest,2,2,,"2Ki 10:3; Isa 64:5"
E07083,meeteth,3,3,,"Gen 32:17; Num 35:19; Num 35:21"
E07084,meeting,2,2,,"1Sa 21:1; Isa 1:13"
E07085,megiddo,11,11,,"Jos 12:21; Jos 17:11; Jdg 1:27; Jdg 5:19; 1Ki 4:12; 1Ki 9:15; 2Ki 9:27; 2Ki 23:29; 2Ki 23:30; 1Ch 7:29; 2Ch 35:22"
E07086,megiddon,1,1,,"Zec 12:11"
E07087,mehetabeel,1,1,,"Neh 6:10"
E07088,mehetabel,2,2,,"Gen 36:39; 1Ch 1:50"
E07089,mehida,2,2,,"Ezr 2:52; Neh 7:54"
E07090,mehir,1,1,,"1Ch 4:11"
E07091,meholathite,2,2,,"1Sa 18:19; 2Sa 21:8"
E07092,mehujael,2,1,,"Gen 4:18"
E07093,mehuman,1,1,,"Est 1:10"
E07094,mehunim,1,1,,"Ezr 2:50"
E07095,mehunims,1,1,,"2Ch 26:7"
E07096,mejarkon,1,1,,"Jos 19:46"
E07097,mekonah,1,1,,"Neh 11:28"
E07098,melatiah,1,1,,"Neh 3:7"
E07099,melchi,2,2,,"Luk 3:24; Luk 3:28"
E07100,melchiah,1,1,,"Jer 21:1"
E07101,melchisedec,9,9,,"Heb 5:6; Heb 5:10; Heb 6:20; Heb 7:1; Heb 7:10; Heb 7:11; Heb 7:15; Heb 7:17; Heb 7:21"
E07102,melchishua,1,1,,"1Sa 14:49"
E07103,melchizedek,2,2,,"Gen 14:18; Psa 110:4"
E07104,melea,1,1,,"Luk 3:31"
E07105,melech,2,2,,"1Ch 8:35; 1Ch 9:41"
E07106,melicu,1,1,,"Neh 12:14"
E07107,melita,1,1,,"Act 28:1"
E07108,melody,4,4,,"Isa 23:16; Isa 51:3; Amo 5:23; Eph 5:19"
E07109,melons,1,1,,"Num 11:5"
E07110,melt,17,16,,"Exo 15:15; Jos 2:11; Jos 14:8; 2Sa 17:10; Psa 58:7; Psa 112:10; Isa 13:7; Isa 19:1; Jer 9:7; Eze 21:7; Eze 22:20; Amo 9:5; Amo 9:13; Nah 1:5; 2Pe 3:10; 2Pe 3:12"
E07111,melted,13,12,,"Exo 16:21; Jos 5:1; Jos 7:5; Jdg 5:5; 1Sa 14:16; Psa 22:14; Psa 46:6; Psa 97:5; Psa 107:26; Isa 34:3; Eze 22:21; Eze 22:22"
E07112,melteth,7,7,,"Psa 58:8; Psa 68:2; Psa 119:28; Psa 147:18; Isa 40:19; Jer 6:29; Nah 2:10"
E07113,melting,1,1,,"Isa 64:2"
E07114,melzar,2,2,,"Dan 1:11; Dan 1:16"
E07115,mem,1,1,,"Psa 119:97"
E07116,member,6,5,,"Deu 23:1; 1Co 12:14; 1Co 12:19; 1Co 12:26; Jam 3:5"
E07117,members,32,24,,"Job 17:7; Psa 139:16; Mat 5:29; Mat 5:30; Rom 6:13; Rom 6:19; Rom 7:5; Rom 7:23; Rom 12:4; Rom 12:5; 1Co 6:15; 1Co 12:12; 1Co 12:18; 1Co 12:20; 1Co 12:22; 1Co 12:23; 1Co 12:25; 1Co 12:26; 1Co 12:27; Eph 4:25; Eph 5:30; Col 3:5; Jam 3:6; Jam 4:1"
E07118,memorial,32,31,,"Exo 3:15; Exo 12:14; Exo 13:9; Exo 17:14; Exo 28:12; Exo 28:29; Exo 30:16; Exo 39:7; Lev 2:2; Lev 2:9; Lev 2:16; Lev 5:12; Lev 6:15; Lev 23:24; Lev 24:7; Num 5:15; Num 5:18; Num 5:26; Num 10:10; Num 16:40; Num 31:54; Jos 4:7; Neh 2:20; Est 9:28; Psa 9:6; Psa 135:13; Hos 12:5; Zec 6:14; Mat 26:13; Mar 14:9; Act 10:4"
E07119,memory,6,6,,"Psa 109:15; Psa 145:7; Pro 10:7; Ecc 9:5; Isa 26:14; 1Co 15:2"
E07120,memphis,1,1,,"Hos 9:6"
E07121,memucan,3,3,,"Est 1:14; Est 1:16; Est 1:21"
E07122,men,1677,1512,,"Gen 4:26; Gen 6:1; Gen 6:2; Gen 6:4; Gen 11:5; Gen 12:20; Gen 13:13; Gen 14:24; Gen 17:23; Gen 17:27; Gen 18:2; Gen 18:16; Gen 18:22; Gen 19:4; Gen 19:5; Gen 19:8; Gen 19:10; Gen 19:11; Gen 19:12; Gen 19:16; Gen 20:8; Gen 22:3; Gen 22:5; Gen 22:19; Gen 24:13; Gen 24:32; Gen 24:54; Gen 24:59; Gen 26:7; Gen 29:22; Gen 32:6; Gen 32:28; Gen 33:1; Gen 33:13; Gen 34:7; Gen 34:20; Gen 34:21; Gen 34:22; Gen 38:21; Gen 38:22; Gen 39:11; Gen 39:14; Gen 41:8; Gen 42:11; Gen 42:19; Gen 42:31; Gen 42:33; Gen 42:34; Gen 43:15; Gen 43:16; Gen 43:17; Gen 43:18; Gen 43:24; Gen 43:33; Gen 44:1; Gen 44:3; Gen 44:4; Gen 46:32; Gen 47:2; Gen 47:6; Exo 1:17; Exo 1:18; Exo 2:13; Exo 4:19; Exo 5:9; Exo 7:11; Exo 10:7; Exo 10:11; Exo 12:33; Exo 12:37; Exo 15:15; Exo 17:9; Exo 18:21; Exo 18:25; Exo 21:18; Exo 21:22; Exo 22:31; Exo 24:5; Exo 32:28; Exo 34:23; Exo 35:22; Exo 36:4; Exo 38:26; Lev 7:25; Lev 18:27; Lev 27:9; Lev 27:29; Num 1:5; Num 1:17; Num 1:44; Num 5:6; Num 9:6; Num 9:7; Num 11:16; Num 11:24; Num 11:26; Num 11:28; Num 12:3; Num 13:2; Num 13:3"
E07123,menahem,8,8,,"2Ki 15:14; 2Ki 15:16; 2Ki 15:17; 2Ki 15:19; 2Ki 15:20; 2Ki 15:21; 2Ki 15:22; 2Ki 15:23"
E07124,menan,1,1,,"Luk 3:31"
E07125,mend,1,1,,"2Ch 24:12"
E07126,mending,2,2,,"Mat 4:21; Mar 1:19"
E07127,mene,3,2,,"Dan 5:25; Dan 5:26"
E07128,menpleasers,2,2,,"Eph 6:6; Col 3:22"
E07129,menservants,10,10,,"Gen 12:16; Gen 20:14; Gen 24:35; Gen 30:43; Gen 32:5; Exo 21:7; Deu 12:12; 1Sa 8:16; 2Ki 5:26; Luk 12:45"
E07130,menstealers,1,1,,"1Ti 1:10"
E07131,menstruous,3,3,,"Isa 30:22; Lam 1:17; Eze 18:6"
E07132,mention,23,23,,"Gen 40:14; Exo 23:13; Jos 23:7; 1Sa 4:18; Job 28:18; Psa 71:16; Psa 87:4; Isa 12:4; Isa 19:17; Isa 26:13; Isa 48:1; Isa 49:1; Isa 62:6; Isa 63:7; Jer 4:16; Jer 20:9; Jer 23:36; Amo 6:10; Rom 1:9; Eph 1:16; 1Th 1:2; Phm 1:4; Heb 11:22"
E07133,mentioned,7,7,,"Jos 21:9; 1Ch 4:38; 2Ch 20:34; Eze 16:56; Eze 18:22; Eze 18:24; Eze 33:16"
E07134,meonenim,1,1,,"Jdg 9:37"
E07135,meonothai,1,1,,"1Ch 4:14"
E07136,mephaath,4,4,,"Jos 13:18; Jos 21:37; 1Ch 6:79; Jer 48:21"
E07137,mephibosheth,15,13,,"2Sa 4:4; 2Sa 9:6; 2Sa 9:10; 2Sa 9:11; 2Sa 9:12; 2Sa 9:13; 2Sa 16:1; 2Sa 16:4; 2Sa 19:24; 2Sa 19:25; 2Sa 19:30; 2Sa 21:7; 2Sa 21:8"
E07138,merab,3,3,,"1Sa 14:49; 1Sa 18:17; 1Sa 18:19"
E07139,meraiah,1,1,,"Neh 12:12"
E07140,meraioth,7,7,,"1Ch 6:6; 1Ch 6:7; 1Ch 6:52; 1Ch 9:11; Ezr 7:3; Neh 11:11; Neh 12:15"
E07141,merari,39,38,,"Gen 46:11; Exo 6:16; Exo 6:19; Num 3:17; Num 3:20; Num 3:33; Num 3:35; Num 3:36; Num 4:29; Num 4:33; Num 4:42; Num 4:45; Num 7:8; Num 10:17; Num 26:57; Jos 21:7; Jos 21:34; Jos 21:40; 1Ch 6:1; 1Ch 6:16; 1Ch 6:19; 1Ch 6:29; 1Ch 6:44; 1Ch 6:47; 1Ch 6:63; 1Ch 6:77; 1Ch 9:14; 1Ch 15:6; 1Ch 15:17; 1Ch 23:6; 1Ch 23:21; 1Ch 24:26; 1Ch 24:27; 1Ch 26:10; 1Ch 26:19; 2Ch 29:12; 2Ch 34:12; Ezr 8:19"
E07142,merarites,1,1,,"Num 26:57"
E07143,merathaim,1,1,,"Jer 50:21"
E07144,merchandise,22,19,,"Deu 21:14; Deu 24:7; Pro 3:14; Pro 31:18; Isa 23:18; Isa 45:14; Eze 26:12; Eze 27:9; Eze 27:15; Eze 27:24; Eze 27:27; Eze 27:33; Eze 27:34; Eze 28:16; Mat 22:5; Joh 2:16; 2Pe 2:3; Rev 18:11; Rev 18:12"
E07145,merchant,12,12,,"Gen 23:16; Pro 31:24; Sol 3:6; Isa 23:11; Eze 27:3; Eze 27:12; Eze 27:16; Eze 27:18; Eze 27:20; Hos 12:7; Zep 1:11; Mat 13:45"
E07146,merchantmen,2,2,,"Gen 37:28; 1Ki 10:15"
E07147,merchants,29,27,,"1Ki 10:15; 1Ki 10:28; 2Ch 1:16; 2Ch 9:14; Neh 3:31; Neh 3:32; Neh 13:20; Job 41:6; Pro 31:14; Isa 23:2; Isa 23:8; Isa 47:15; Eze 17:4; Eze 27:13; Eze 27:15; Eze 27:17; Eze 27:21; Eze 27:22; Eze 27:23; Eze 27:24; Eze 27:36; Eze 38:13; Nah 3:16; Rev 18:3; Rev 18:11; Rev 18:15; Rev 18:23"
E07148,mercies,44,44,,"Gen 32:10; 2Sa 24:14; 1Ch 21:13; 2Ch 6:42; Neh 9:19; Neh 9:27; Neh 9:28; Neh 9:31; Psa 6:4; Psa 25:6; Psa 31:16; Psa 40:11; Psa 44:26; Psa 51:1; Psa 69:16; Psa 77:9; Psa 79:8; Psa 89:1; Psa 103:4; Psa 106:7; Psa 106:45; Psa 119:41; Psa 119:77; Psa 119:156; Psa 145:9; Pro 12:10; Isa 54:7; Isa 55:3; Isa 63:7; Isa 63:15; Jer 16:5; Jer 42:12; Lam 3:22; Lam 3:32; Dan 2:18; Dan 9:9; Dan 9:18; Hos 2:19; Zec 1:16; Act 13:34; Rom 12:1; 2Co 1:3; Phi 2:1; Col 3:12"
E07149,merciful,40,36,,"Gen 19:16; Exo 34:6; Deu 4:31; Deu 21:8; Deu 32:43; 2Sa 22:26; 1Ki 20:31; 2Ch 30:9; Neh 9:17; Neh 9:31; Psa 18:25; Psa 26:11; Psa 37:26; Psa 41:4; Psa 41:10; Psa 56:1; Psa 57:1; Psa 59:5; Psa 67:1; Psa 86:3; Psa 103:8; Psa 116:5; Psa 117:2; Psa 119:58; Psa 119:76; Psa 119:132; Pro 11:17; Isa 57:1; Jer 3:12; Joe 2:13; Jon 4:2; Mat 5:7; Luk 6:36; Luk 18:13; Heb 2:17; Heb 8:12"
E07150,mercurius,1,1,,"Act 14:12"
E07151,mercy,276,261,,"Gen 19:19; Gen 24:27; Gen 39:21; Gen 43:14; Exo 15:13; Exo 20:6; Exo 25:17; Exo 25:18; Exo 25:19; Exo 25:20; Exo 25:21; Exo 25:22; Exo 26:34; Exo 30:6; Exo 31:7; Exo 33:19; Exo 34:7; Exo 35:12; Exo 37:6; Exo 37:7; Exo 37:8; Exo 37:9; Exo 39:35; Exo 40:20; Lev 16:2; Lev 16:13; Lev 16:14; Lev 16:15; Num 7:89; Num 14:18; Num 14:19; Deu 5:10; Deu 7:2; Deu 7:9; Deu 7:12; Deu 13:17; Jdg 1:24; 2Sa 7:15; 2Sa 15:20; 2Sa 22:51; 1Ki 3:6; 1Ki 8:23; 1Ch 16:34; 1Ch 16:41; 1Ch 17:13; 1Ch 28:11; 2Ch 1:8; 2Ch 5:13; 2Ch 6:14; 2Ch 7:3; 2Ch 7:6; 2Ch 20:21; Ezr 3:11; Ezr 7:28; Ezr 9:9; Neh 1:5; Neh 1:11; Neh 9:32; Neh 13:22; Job 37:13; Psa 4:1; Psa 5:7; Psa 6:2; Psa 9:13; Psa 13:5; Psa 18:50; Psa 21:7; Psa 23:6; Psa 25:7; Psa 25:10; Psa 25:16; Psa 27:7; Psa 30:10; Psa 31:7; Psa 31:9; Psa 32:10; Psa 33:18; Psa 33:22; Psa 36:5; Psa 37:21; Psa 51:1; Psa 52:8; Psa 57:3; Psa 57:10; Psa 59:10; Psa 59:16; Psa 59:17; Psa 61:7; Psa 62:12; Psa 66:20; Psa 69:13; Psa 77:8; Psa 85:7; Psa 85:10; Psa 86:5; Psa 86:13; Psa 86:15; Psa 86:16; Psa 89:2; Psa 89:14"
E07152,mercyseat,1,1,,"Heb 9:5"
E07153,mered,2,2,,"1Ch 4:17; 1Ch 4:18"
E07154,meremoth,6,6,,"Ezr 8:33; Ezr 10:36; Neh 3:4; Neh 3:21; Neh 10:5; Neh 12:3"
E07155,meres,1,1,,"Est 1:14"
E07156,meribah,7,7,,"Exo 17:7; Num 20:13; Num 20:24; Num 27:14; Deu 32:51; Deu 33:8; Psa 81:7"
E07157,meribbaal,4,2,,"1Ch 8:34; 1Ch 9:40"
E07158,merodach,1,1,,"Jer 50:2"
E07159,merodachbaladan,1,1,,"Isa 39:1"
E07160,merom,2,2,,"Jos 11:5; Jos 11:7"
E07161,meronothite,2,2,,"1Ch 27:30; Neh 3:7"
E07162,meroz,1,1,,"Jdg 5:23"
E07163,merrily,1,1,,"Est 5:14"
E07164,merry,28,28,,"Gen 43:34; Jdg 9:27; Jdg 16:25; Jdg 19:6; Jdg 19:9; Jdg 19:22; Rut 3:7; 1Sa 25:36; 2Sa 13:28; 1Ki 4:20; 1Ki 21:7; 2Ch 7:10; Est 1:10; Pro 15:13; Pro 15:15; Pro 17:22; Ecc 8:15; Ecc 9:7; Ecc 10:19; Jer 30:19; Jer 31:4; Luk 12:19; Luk 15:23; Luk 15:24; Luk 15:29; Luk 15:32; Jam 5:13; Rev 11:10"
E07165,merryhearted,1,1,,"Isa 24:7"
E07166,mesech,1,1,,"Psa 120:5"
E07167,mesha,4,4,,"Gen 10:30; 2Ki 3:4; 1Ch 2:42; 1Ch 8:9"
E07168,meshach,15,14,,"Dan 1:7; Dan 2:49; Dan 3:12; Dan 3:13; Dan 3:14; Dan 3:16; Dan 3:19; Dan 3:20; Dan 3:22; Dan 3:23; Dan 3:26; Dan 3:28; Dan 3:29; Dan 3:30"
E07169,meshech,8,8,,"Gen 10:2; 1Ch 1:5; 1Ch 1:17; Eze 27:13; Eze 32:26; Eze 38:2; Eze 38:3; Eze 39:1"
E07170,meshelemiah,4,4,,"1Ch 9:21; 1Ch 26:1; 1Ch 26:2; 1Ch 26:9"
E07171,meshezabeel,3,3,,"Neh 3:4; Neh 10:21; Neh 11:24"
E07172,meshillemith,1,1,,"1Ch 9:12"
E07173,meshillemoth,2,2,,"2Ch 28:12; Neh 11:13"
E07174,meshobab,1,1,,"1Ch 4:34"
E07175,meshullam,25,25,,"2Ki 22:3; 1Ch 3:19; 1Ch 5:13; 1Ch 8:17; 1Ch 9:7; 1Ch 9:8; 1Ch 9:11; 1Ch 9:12; 2Ch 34:12; Ezr 8:16; Ezr 10:15; Ezr 10:29; Neh 3:4; Neh 3:6; Neh 3:30; Neh 6:18; Neh 8:4; Neh 10:7; Neh 10:20; Neh 11:7; Neh 11:11; Neh 12:13; Neh 12:16; Neh 12:25; Neh 12:33"
E07176,meshullemeth,1,1,,"2Ki 21:19"
E07177,mesobaite,1,1,,"1Ch 11:47"
E07178,mesopotamia,7,7,,"Gen 24:10; Deu 23:4; Jdg 3:8; Jdg 3:10; 1Ch 19:6; Act 2:9; Act 7:2"
E07179,mess,2,2,,"Gen 43:34; 2Sa 11:8"
E07180,message,7,7,,"Jdg 3:20; 1Ki 20:12; Pro 26:6; Hag 1:13; Luk 19:14; 1Jo 1:5; 1Jo 3:11"
E07181,messenger,34,32,,"Gen 50:16; 1Sa 4:17; 1Sa 23:27; 2Sa 11:19; 2Sa 11:22; 2Sa 11:23; 2Sa 11:25; 2Sa 15:13; 1Ki 19:2; 1Ki 22:13; 2Ki 5:10; 2Ki 6:32; 2Ki 6:33; 2Ki 9:18; 2Ki 10:8; 2Ch 18:12; Job 1:14; Job 33:23; Pro 13:17; Pro 17:11; Pro 25:13; Isa 42:19; Jer 51:31; Eze 23:40; Hag 1:13; Mal 2:7; Mal 3:1; Mat 11:10; Mar 1:2; Luk 7:27; 2Co 12:7; Phi 2:25"
